user,text,canidate
Jj12010,@JoeBiden Don’t have the corona don’t know anyone who has that Trump is doing just fine,biden
jh_parris,"@JoeBiden Who writes this stuff, so far from reality Joe.",biden
1phyx,@JoeBiden We need a Democrat candidate that knows where they are at.,biden
ResistPres,"@JoeBiden Thank you Joe &amp; @potus, at the very least, the public should be able to get the same daily tests that Louie Gohmert got.",biden
WatchNWaitn,"@JoeBiden Trump isn't going to do anything, and then he'll lie that he did. Oh, and that he did a great job. Like t… https://t.co/qRGt15I8g5",biden
HarifHerbie,@JoeBiden We need someone who cares about the elderly to report your family and Democrats for elder abuse already.,biden
realMylesLong,@JoeBiden https://t.co/4BarnOOqzo,biden
Michael00356343,@JoeBiden Shut  it....  Trump 2020,biden
tonyperil,@JoeBiden Cruz needs to take a course in ethics. He’s helping Trump jr.  on a twitter matter and votes no to help t… https://t.co/Jsuwwrws5l,biden
drump_donny,"@JoeBiden No, sir. We need YOU to do his job.",biden
77lighthouse77,@JoeBiden Biden thinks he is President material https://t.co/7hyYPcXfmG,biden
emmasno61675626,@JoeBiden Or just Hydroxycholoroquine,biden
MamaD67801293,"@JoeBiden As one of those healthcare workers, I thank you for giving us hope.   Take the reigns &amp; lead us forward.… https://t.co/inpDoEjJ0a",biden
DimitriosK14,@JoeBiden Do you know your name banana?,biden
Tim51498058,"@JoeBiden We need politicians and ""journalists"" to stop using fear as a tool of manipulation. We need the American… https://t.co/4MGc5npNG1",biden
mdugan1978,@JoeBiden We need Universal Health Care,biden
MoreMAGALessDum,"@JoeBiden Hey Sleepy, what does PPE stand for? Go ask the staffer that wrote this tweet. #DementiaJoe",biden
EvanBoyce77,@JoeBiden https://t.co/izqdJbZQxf,biden
CatDancerInSky1,@JoeBiden he won't do it-- he doesn't care &amp; never will,biden
jjt1142,@JoeBiden Actually Biden would overtake Bush as the dumbest president ever if elected.,biden
Jpdawe7,@JoeBiden https://t.co/nARr6tZjru,biden
EvanBoyce77,@JoeBiden https://t.co/sxMv4T2v6J,biden
YaDonkey,@JoeBiden ... and maybe some kind of healthcare that covers everybody... not that the thought of millions in hospit… https://t.co/v3QKITvlPJ,biden
Stijl,@JoeBiden Trump is a failure.,biden
JerriHafizi,@JoeBiden He’s incapable.  It will be up to you.  Choose your VP wisely.,biden
DocZonefield,@JoeBiden Thank you Joe for endorsing President Trump as he’s taking care of our country’s needs.,biden
Jpdawe7,@JoeBiden https://t.co/9C8gEdA9it,biden
teapot_green,@JoeBiden 55 million COVID test  One of the lowest death rates in the world  3 vaccines in stage 3 trials  Over 10… https://t.co/sQPQYhLHNb,biden
Grant_marsrover,"@JoeBiden We need M4A. The real one. Not the half arsed ""Medicare for all who want it"". Single payer Medicare for everything and everyone.",biden
PaulGavigan4,@JoeBiden Joe said he never took a test,biden
bigdwin2020,"@JoeBiden Yes, that's all true, but what we desperately need and want is for YOU to be our President.",biden
slt521thof,@JoeBiden We have a President that IS doing his job. We have plenty of testing and plenty of PPE. You on the other… https://t.co/JRf2xjOPZs,biden
SaveUSNow2020,"@JoeBiden Mr future president please do not call trump "" president"" he's not, he's only a leader of a bunch of ignorant and racist people.",biden
CorioTim,@JoeBiden #DemPartyOfSlavery #DemPartyOfTheConfederacy #DemPartyOfTheKkk #DemPartyOfJimCrow #DemPartyOfTheNoose… https://t.co/75Sf0l989C,biden
Jpdawe7,@JoeBiden https://t.co/2edxCcFvL8,biden
Winterconnects,@JoeBiden We need you to be leading a private industry national response to this nightmare. The businesses that rec… https://t.co/3MpxhQwPE3,biden
EvanBoyce77,@JoeBiden https://t.co/KowKebHF4n,biden
LoveAndDynamite,@JoeBiden Yeah well good luck with that.,biden
EiluapZoc,@JoeBiden If Biden gets becomes POTUS the far left will have him out of office for mental incompetence..and then hi… https://t.co/T5ajR16ADq,biden
Sonya_61995,@JoeBiden We need you!!!!!!!!!!,biden
stevehartzler,@JoeBiden You would absolutely do a better job than Trump on this and every other issue.,biden
HatesHarry,@JoeBiden We need Joe  #Biden2020Landslide,biden
skierdude60,@JoeBiden We need you to go away.,biden
rgv341,@JoeBiden So Mr. Biden you are out in public campaigning without any personal protection or regards for all those a… https://t.co/yDnLPgEdzZ,biden
fortruthssake2,@JoeBiden He’s doing the job Putin put him in office for. https://t.co/vsx2zI4vOt,biden
CorioTim,@JoeBiden The Democrats comprehensive plan to control Covid involves murdering the elderly by forcing people with a… https://t.co/Zs3m3uVq8P,biden
charmmom,@JoeBiden He will never be presidential. He will never do his job. #Biden2020Landslide,biden
merlin07,@JoeBiden We need you.,biden
JacobWillard19,@JoeBiden Most of us don’t trust you enough to trace us. Not going to happen.,biden
JoeBlow59824862,@JoeBiden https://t.co/PmbJOeng0N,biden
jmebersole88,"@JoeBiden He is doing his job creepy pedo Joe , why after 5 decades in office u finally wanting to do something ?? 🤔🤔🤔🤔",biden
JoeBlow59824862,@JoeBiden Trace this...asswipe,biden
woodChiptheDems,@JoeBiden We need you to stop inappropriately touching women and children. 40+ years in govt and you're finally goi… https://t.co/v4elPlLLmm,biden
sensible_jeffer,@JoeBiden Who is writing yr tweets? It clearly isn't you,biden
PJMoore1958,@JoeBiden https://t.co/CGq3UCi3Tf,biden
Captbobdad,"@JoeBiden He is, and will for 4 more years",biden
MLB30,@JoeBiden I’m voting for Joe! We need you sir ....desperately!,biden
billg5050,@JoeBiden Come out from the basement Sleepy Joe and open your eyes.  @TeamTrump already going that while you're sti… https://t.co/ZABejlhLLP,biden
SandraWors3,"@JoeBiden PPE IS CONTAMINATED, USELESS SH*T. FAUCI THE FRAUD RAN EXACTLY THE SAME LIE IN THE 80S WITH HIV UNTIL PRI… https://t.co/YRVKrQLZVo",biden
BohemianMainah,@JoeBiden https://t.co/gloyCboT2N,biden
JohnDellAnno3,"@JoeBiden @JoeBiden I am an average working man who pays attention, and I am worried for my 9 yr. old daughters fut… https://t.co/19osZS7puH",biden
Kylelafrance1,@JoeBiden NO JOE BIDEN!,biden
SMrright,@JoeBiden You're going to waste more money and time this year if you doubt me because it's not your destiny to be a president #Godcomment...,biden
jonoriver51,@JoeBiden Absolutely 👏 and do ones oath for “All of the people”,biden
Adam_Matherz,@JoeBiden Hiden Biden. https://t.co/EuxYanxVqr,biden
VictorBalaur1,@JoeBiden You need coordinated and effective mental health treatment.  Get some help Joey.,biden
ImNotFonzie,@JoeBiden Tracing?  No thank you.  Maybe put a trace on your son first.,biden
jerry1newm,@JoeBiden We need candidates that are cognitive to rerun. Joe for your own benefit drop out now,biden
lyinlefties,"@JoeBiden This president has done his job. The last president depleted our resources, during the h1n1 pandemic, and… https://t.co/n0x8TSqKP0",biden
clcgcolon,@JoeBiden Retire,biden
SusanHo96190170,@JoeBiden We need Medicare for all!,biden
PjcSadie,@JoeBiden We need to toss the #gop into dustbin of history with the confederates and nazis #VoteBlueToEndThisNightmare,biden
GmanisQ,@JoeBiden We ALSO need to infuse massive funding to strengthen Americas public health system....it's been starved f… https://t.co/mqGdE6WW8Y,biden
sewsharit,@JoeBiden Morning Mr. Joe  I must disagree on one point. The fool in the WH has never done 'his' job. We don't expe… https://t.co/TlQMrBnOdP,biden
ClintP22831309,@JoeBiden We have national testing. Every order our hospital has made for ppe has been filled. Get out the basement Joe.,biden
drbeba82,@JoeBiden What we need is a coherent foreign policy.  Trump is pulling us out of NATO at the behest of Putin.   Ple… https://t.co/lSTxt1fVgy,biden
grdina_scott,@JoeBiden @ValerieJarrett Dementia @JoeBiden doesn't even know where he is half the time. #BlueMAGA is hilarious… https://t.co/VNlVHcJcLt,biden
Justin93448394,@JoeBiden Trump will continue to do his job for the next 4 years! I can’t wait! #Trump2020LandslideVictory #Trump2020,biden
Steely_Dann1,@JoeBiden What’s your plan?,biden
AriLykaios,@JoeBiden Like the H1N1 Pandemic Plan?,biden
Emanuel57438893,@JoeBiden https://t.co/04qzJL9yt1,biden
CrewsonRanda,@JoeBiden Wait .... are you still on this?  Our testing is fine.  I'm out in the boonies and have been tested twice… https://t.co/mvRwTZjNHm,biden
Brandielpie,@JoeBiden Apparently Trump is too busy discussing Nuclear Proliferation with Putin and doesn't have time for the co… https://t.co/VmFS6IPEuJ,biden
pietpietblm1,@JoeBiden Obviously!,biden
Emanuel57438893,@JoeBiden https://t.co/FQ7nPUiuMd,biden
PopVultureCult1,@JoeBiden Ok. What's your plan then?,biden
FunTimeFred1,@JoeBiden We need someone who knows where they are when they get up to speak.,biden
BruceMi10213461,"@JoeBiden Write your own!! Testing must be done to everyone at the same time in order to get this under control , common sense!",biden
thhmblhstlshw,@JoeBiden Shots fired!,biden
sallyshafer6,@JoeBiden We need Medicare for all!!!!!,biden
Gabber333333333,@JoeBiden https://t.co/KtVL4KhvM0,biden
JimBeach526,"@JoeBiden Wah, Wah, Wah. He’s doing his job and your daily dribble stating otherwise is just childish. You’re feebl… https://t.co/viVfraeOEs",biden
duanedad,@JoeBiden We need our legislature to do it's job because clearly the president won't do his,biden
Trump73373360,@JoeBiden https://t.co/XatV2m6FJx,biden
dongallo220,@JoeBiden defit #TrumpVirus,biden
ktmlawrence,@JoeBiden Eat it!! Stop using fear to try and get elected you feckless old man!!!!,biden
MichaelMacguir2,@JoeBiden https://t.co/AOVcdKcrrX,biden
stevenmoro3,"@JoeBiden Joe, stop being the mouth piece, of the leftist socialist reform. I know deep down, you don’t truly belie… https://t.co/ygLOaxRgq7",biden
Th3Dutchman1,"@JoeBiden He has never done a day of honest work in his life, not gonna start now",biden
macedonianking3,@JoeBiden Our testing program is pretty decent tho,biden
FrankMessala,"@JoeBiden And lastly, we need you back in the basement.",biden
Aprapl,@JoeBiden We deserve to know which government officials and members of the media that have taken hydroxychloroquine. #MakeHCQOTC,biden
frankv130,@JoeBiden Ridin with Biden! You tell em Joe!,biden
democrats_my,"@JoeBiden What you really ment - We need an effective, coordinated nationwide population tracing program. We need a… https://t.co/gmHyI0UNKP",biden
yoPULPFRICTION,"@JoeBiden Just say he can’t do it, but you could. And will.",biden
pricklefingers,"@JoeBiden Blah, blah, blah. You send this same tweet once a week, your caregivers  need to  take your phone away.",biden
darbonnjohn,@JoeBiden Medicare for All? We need to get rid of the DNC.,biden
RyanSchock1,@JoeBiden we need you to shut your mouth,biden
shapes221,@JoeBiden Trump2020,biden
rigby_sboss,"@JoeBiden @mydoggyruss Yeah, good luck with that! https://t.co/4RRxxq8uu1",biden
KingVolfe,@JoeBiden I fuckin' hate Joe Biden  #nevertRUMP,biden
Lisabcajunlady,@JoeBiden Which he is doing  While DEMOCRATS align with anarchist.  This new radical progressive left socialist par… https://t.co/bFwfEFdpOY,biden
2_manycats,"@JoeBiden Not going to happen, we need you Joe.",biden
mktsutherland,"@JoeBiden Please , can’t we start a shadow government, January is such a long time away",biden
dixiefortrump,@JoeBiden The liberal left is all about control!! They want a big nanny state government because they have to contr… https://t.co/os0SuFpS7r,biden
LisaRitz4trump,@JoeBiden I am scared to death if you get elected who’s going to protect me and my grandchildren and my children do… https://t.co/7WPTPIyLqw,biden
TrevorQMorgan,@JoeBiden How about a debate ?,biden
TheStallion6464,@JoeBiden We need Joe Biden to put his binky back in his mouth.,biden
Colleen20869104,@JoeBiden https://t.co/TDawwU4HAj,biden
GRAILKNIGHT1,"@JoeBiden Hang on a minute, isn't the country that takes on the mantle of The Leader Of The Free World, logically b… https://t.co/k9pWiB9ueG",biden
manalbattal,"@JoeBiden Election campaigns begin with criticizing the opponent and the status quo , It seems to me that you need… https://t.co/Pi3xyVfche",biden
TheRealStuart_,"@JoeBiden We need a mandatory Nationwide #ShelterInPlace for 6 weeks. Then, we can ALL get back to school, work, an… https://t.co/FkGtvLAmDU",biden
Stephen93221074,@JoeBiden Neither presidential candidate is capable of doing this job. Let’s reject this insane choice provided by… https://t.co/jz3R1LRQ0F,biden
Colleen20869104,@JoeBiden https://t.co/gKX0b0WG7B,biden
wdking,"@JoeBiden Under @realDonaldTrump inept leadership Americans are not unable to travel to Canada, Mexico, Europe and many other places.",biden
KPGreenwald,@JoeBiden We needed this months ago. When can you start?,biden
Sonya007,@JoeBiden This president hasn't done his job in 3-1/2 years. We need a president who will. #GoJoe2020,biden
LisaRitz4trump,@JoeBiden The president is doing his job and he’s not even getting paid to do it,biden
catsden234,@JoeBiden But sadly we all know he won't,biden
douglaskarr,@JoeBiden Oops. https://t.co/vN8wguZKtC,biden
TylerDi22391128,@JoeBiden Get off the twitter  and try to campaign  for someone else,biden
jackie13911256,@JoeBiden https://t.co/Siosc7w7Eo,biden
phd95,"@JoeBiden We need to know what your fascination is with young females and your need to molest them in public.  ""I'm… https://t.co/oJaX7QFxYf",biden
LaveneSweat,"@JoeBiden we need you to stay in your basement aand let a real president do is job, donald trump is awesome",biden
Robb90997767,@JoeBiden Sick of the lot of them https://t.co/iuU0jOO0oF,biden
thefirstfuture,@JoeBiden https://t.co/ePxigjSNL0,biden
RDMC69000832,"@JoeBiden Mr. Biden, if you want to win this election, please don't choose Kamala Harris as your running mate. Whoe… https://t.co/1GYWq46KJe",biden
drpot89,"@JoeBiden Here's your ""comprehensive plan"":   #MedicareForAll",biden
007willreturn,@JoeBiden We also need citizens who are going to cooperate with science and guidelines - there’s no way we will get… https://t.co/boTiACqA1w,biden
mia2san,@JoeBiden You are the man who understands science and not spreading propaganda unlike #TraitorTrump. We need you… https://t.co/z0xANLNAvf,biden
